"structure_id","photo_comments2","meas_diff_code","clearest_axis","binary_edge","DPen_inc","DLast_inc","VPen_inc","VLast_inc","DMIR","VMIR","abs_diff","blind_recheck","region","date_collected","nmfs_area","fish_id","specimen","species_code","length","weight","sex","specimen_sample_type","barcode","collection_type","collection_year","read_age","read_method","ageing_collection","Reader_Index","session_name","test_age","test_method","tester","update_age","update_method","final_age","final_method","readability","comment_codes","keywords","comments","timestamp","min_age","max_age","edge_type","session_id","reader_name","tester_name","tray_location","test_session_id","update_session_id","structure_type","Month","Stage","Stage.ls","Stage.same"
6093333,NA,2,"E","O",0.032,0.027,0.042,0.024,0.84375,0.571428571428571,0.272321428571429,NA,"BS","2016-04-25 00:00:00",514,5775077,1085156,10210,310,330,1,NA,1085156,"fishery",2016,11,"B","B14016A",70,NA,NA,"",NA,NA,"",11,"B",1,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","","5725 G 8",NA,NA,1,4,"Adult","Adult","same"
6093435,NA,2,"V","T",0.08,0.049,0.086,0.043,0.6125,0.5,0.1125,NA,"BS","2016-01-26 00:00:00",516,5770632,1101866,10210,310,300,2,NA,1101866,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","","5702 H 1",NA,NA,1,1,"Juvenile","Adult","different"
6098295,"might be translucent starting on edge? hard to tell",2,"V","O",0.062,0.058,0.074,0.093,0.935483870967742,1.25675675675676,0.321272885789015,"YES-didn't change","BS","2016-02-22 00:00:00",516,5772732,1092782,10210,330,360,2,NA,1092782,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5702 D 7",NA,NA,1,2,"Juvenile","Adult","different"
6098431,NA,2,"E","O",0.093,0.038,0.087,0.024,0.408602150537634,0.275862068965517,0.132740081572117,NA,"BS","2016-11-07 00:00:00",509,5827569,1077000,10210,250,160,1,NA,1077000,"fishery",2016,7,"B","B14016A",70,NA,NA,"",NA,NA,"",7,"B",1,"","",NA,NA,NA,NA,3,17033,"Julie Pearce","","5895 N 3",NA,NA,1,11,"Juvenile","Adult","different"
6098627,NA,2,"V","O",0.125,0.034,0.111,0.017,0.272,0.153153153153153,0.118846846846847,NA,"BS","2016-09-11 00:00:00",513,5825001,1074002,10210,290,240,2,NA,1074002,"fishery",2016,7,"B","B14016A",70,NA,NA,"",NA,NA,"",7,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","6019 M 9",NA,NA,1,9,"Juvenile","Juvenile","same"
6098953,NA,2,"D","T",0.037,0.019,0.045,0.028,0.513513513513513,0.622222222222222,0.108708708708709,NA,"BS","2016-06-05 00:00:00",513,5780077,1086671,10210,330,420,2,NA,1086671,"fishery",2016,17,"B","B14016A",70,NA,NA,"",NA,NA,"",17,"B",1,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","","5734 H 6",NA,NA,1,6,"Adult","Adult","same"
6099658,NA,3,"D","O",0.058,0.023,0.054,0.013,0.396551724137931,0.240740740740741,0.15581098339719,NA,"BS","2016-09-16 00:00:00",514,5822593,1077569,10210,330,380,1,NA,1077569,"fishery",2016,11,"B","B14016A",70,NA,NA,"",NA,NA,"",11,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","6002 E 5",NA,NA,1,9,"Adult","Adult","same"
6100176,NA,2,"D","O",0.04,0.018,0.035,0.017,0.45,0.485714285714286,0.0357142857142858,NA,"BS","2016-10-22 00:00:00",513,5843928,1117669,10210,350,450,2,NA,1117669,"fishery",2016,22,"B","B14016A",70,NA,NA,"",NA,NA,"",22,"B",1,"","",NA,NA,NA,NA,3,17033,"Julie Pearce","","5957 B 6",NA,NA,1,10,"Adult","Adult","same"
6101941,"might be translucent starting on edge? hard to tell",2,"V","O",0.07,0.068,0.07,0.065,0.971428571428571,0.928571428571428,0.0428571428571429,NA,"BS","2016-05-21 00:00:00",509,5781785,1089352,10210,310,320,1,NA,1089352,"fishery",2016,13,"B","B14016A",70,NA,NA,"",NA,NA,"",13,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5761 I 3",NA,NA,1,5,"Adult","Adult","same"
6102596,NA,2,"V","O",0.067,0.038,0.04,0.018,0.567164179104478,0.45,0.117164179104478,NA,"BS","2016-09-15 00:00:00",513,5824118,1092556,10210,280,240,2,NA,1092556,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5877 F 2",NA,NA,1,9,"Juvenile","Juvenile","same"
6103957,"smidge of growth on edge near tips (T near sulcus)",1,"E","O",0.052,0.009,0.062,0.007,0.173076923076923,0.112903225806452,0.0601736972704715,NA,"BS","2016-07-20 00:00:00",513,5806983,1033221,10210,340,420,2,NA,1033221,"fishery",2016,11,"B","B14016A",70,NA,NA,"",NA,NA,"",11,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","6019 B 2",NA,NA,1,7,"Adult","Adult","same"
6105155,NA,1,"E","O",0.06,0.046,0.053,0.033,0.766666666666667,0.622641509433962,0.144025157232704,NA,"BS","2016-03-29 00:00:00",514,5770568,570117,10210,280,220,2,NA,570117,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5717 B 4",NA,NA,1,3,"Juvenile","Juvenile","same"
6108507,NA,2,"V","O",0.069,0.018,0.099,0.029,0.260869565217391,0.292929292929293,0.0320597277119017,NA,"BS","2016-05-23 00:00:00",509,5778362,1016077,10210,240,140,2,NA,1016077,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,3,17033,"Julie Pearce","","5752 L 2",NA,NA,1,5,"Juvenile","Juvenile","same"
6108957,"age looks wrong. Big check near edge",2,"D","O",0.135,0.03,0.11,0.034,0.222222222222222,0.309090909090909,0.0868686868686869,NA,"BS","2016-11-15 00:00:00",513,5827233,1089086,10210,270,200,1,NA,1089086,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5904 E 2",NA,NA,1,11,"Juvenile","Adult","different"
6109687,"can't measure dorsal side",2,"V","T",NA,NA,0.057,0.051,NA,0.894736842105263,NA,NA,"BS","2016-03-20 00:00:00",509,5760457,996450,10210,330,360,2,NA,996450,"fishery",2016,17,"B","B14016A",70,NA,NA,"",NA,NA,"",17,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5684 I 5",NA,NA,1,3,"Adult","Adult","same"
6111690,"difficult to interpret edge",2,"D","O",0.032,0.006,0.025,0.009,0.1875,0.36,0.1725,NA,"BS","2016-09-12 00:00:00",513,5832588,1071483,10210,370,590,2,NA,1071483,"fishery",2016,22,"B","B14016A",70,NA,20,"B",6,20,"B",20,"B",2,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","Delsa Anderl","5938 I 7",17669,18075,1,9,"Adult","Adult","same"
6112066,"shadow on edge",2,"E","O",0.039,0.028,0.043,0.033,0.717948717948718,0.767441860465116,0.0494931425163985,NA,"BS","2016-01-20 00:00:00",516,5761241,1028918,10210,350,420,2,NA,1028918,"fishery",2016,17,"B","B14016A",70,NA,NA,"",NA,NA,"",17,"B",2,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5654 G 5",NA,NA,1,1,"Adult","Adult","same"
6113059,"smidge of growth on edge near tips (T near sulcus)",1,"D","O",0.076,0.005,0.086,0.006,0.0657894736842105,0.0697674418604651,0.00397796817625461,NA,"BS","2016-06-02 00:00:00",514,5780540,1086286,10210,230,140,2,NA,1086286,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5772 A 3",NA,NA,1,6,"Juvenile","Juvenile","same"
6114250,"check in last year? difficult to interpret edge",3,"D","O",0.129,0.026,0.134,0.047,0.201550387596899,0.350746268656716,0.149195881059817,NA,"BS","2016-11-08 00:00:00",513,5844735,1067038,10210,330,350,2,NA,1067038,"fishery",2016,10,"B","B14016A",70,NA,NA,"",NA,NA,"",10,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5955 J 4",NA,NA,1,11,"Adult","Adult","same"
6115804,NA,2,"D","O",0.039,0.005,0.044,0.006,0.128205128205128,0.136363636363636,0.00815850815850816,NA,"BS","2016-06-13 00:00:00",514,5781019,1059900,10210,360,660,2,NA,1059900,"fishery",2016,20,"B","B14016A",70,NA,20,"B",6,NA,"",20,"B",2,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","Delsa Anderl","6045 J 2",17669,NA,1,6,"Adult","Adult","same"
6115902,NA,2,"D","O",0.054,0.021,0.04,0.01,0.388888888888889,0.25,0.138888888888889,NA,"BS","2016-08-01 00:00:00",514,5796073,1109608,10210,380,540,2,NA,1109608,"fishery",2016,15,"B","B14016A",70,NA,NA,"",NA,NA,"",15,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5818 D 4",NA,NA,1,8,"Adult","Adult","same"
6117137,NA,2,"D","O",0.037,0.015,0.038,0.017,0.405405405405405,0.447368421052632,0.0419630156472262,NA,"BS","2016-09-26 00:00:00",514,5824436,1106164,10210,330,380,1,NA,1106164,"fishery",2016,16,"B","B14016A",70,NA,17,"B",6,17,"B",17,"B",2,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","Delsa Anderl","6003 A 7",17669,18075,1,9,"Adult","Adult","same"
6117195,NA,1,"D","O",0.036,0.015,0.027,0.012,0.416666666666667,0.444444444444444,0.0277777777777778,NA,"BS","2016-08-29 00:00:00",513,5822465,1079214,10210,380,590,2,NA,1079214,"fishery",2016,20,"B","B14016A",70,NA,NA,"",NA,NA,"",20,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5978 K 6",NA,NA,1,8,"Adult","Adult","same"
6119273,"smidge of growth on edge near tips (T near sulcus)",2,"D","O",0.065,0.007,0.081,0.005,0.107692307692308,0.0617283950617284,0.0459639126305793,"YES-changed","BS","2016-05-12 00:00:00",509,5777305,1058384,10210,250,160,1,NA,1058384,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5782 B 3",NA,NA,1,5,"Juvenile","Adult","different"
6120211,"might be translucent starting on edge? hard to tell",3,"E","O",0.045,0.023,0.039,0.026,0.511111111111111,0.666666666666667,0.155555555555556,NA,"BS","2016-04-07 00:00:00",514,5778253,993996,10210,350,420,2,NA,993996,"fishery",2016,17,"B","B14016A",70,NA,NA,"",NA,NA,"",17,"B",2,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","","5753 F 1",NA,NA,1,4,"Adult","Adult","same"
6126013,NA,1,"D","O",0.049,0.042,0.049,0.049,0.857142857142857,1,0.142857142857143,NA,"BS","2016-04-21 00:00:00",514,5774322,1097444,10210,360,470,1,NA,1097444,"fishery",2016,17,"B","B14016A",70,NA,18,"B",6,17,"B",17,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","Delsa Anderl","5734 B 2",17669,18075,1,4,"Adult","Adult","same"
6126907,"difficult to interpret edge",3,"V","O",0.041,0.018,0.026,0.01,0.439024390243902,0.384615384615385,0.0544090056285177,NA,"BS","2016-07-22 00:00:00",514,5804384,1131047,10210,350,540,2,NA,1131047,"fishery",2016,17,"B","B14016A",70,NA,NA,"",NA,NA,"",17,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5911 E 1",NA,NA,1,7,"Adult","Adult","same"
6128928,NA,1,"E","O",0.058,0.039,0.059,0.033,0.672413793103448,0.559322033898305,0.113091759205143,NA,"BS","2016-09-10 00:00:00",514,5822495,1077570,10210,310,400,2,NA,1077570,"fishery",2016,8,"B","B14016A",70,NA,8,"B",6,NA,"",8,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","Delsa Anderl","5978 N 2",17669,NA,1,9,"Juvenile","Adult","different"
6131007,NA,1,"E","O",0.083,0.06,0.092,0.061,0.72289156626506,0.66304347826087,0.0598480880041906,NA,"BS","2016-03-17 00:00:00",509,5768202,1090271,10210,270,230,2,NA,1090271,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5698 D 2",NA,NA,1,3,"Juvenile","Juvenile","same"
6131049,NA,1,"V","O",0.04,0.021,0.048,0.035,0.525,0.729166666666667,0.204166666666667,NA,"BS","2016-07-10 00:00:00",513,5807794,1116732,10210,310,340,2,NA,1116732,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5820 H 1",NA,NA,1,7,"Juvenile","Adult","different"
6131335,"otolith broken, ventral half missing",1,"D","O",0.075,0.046,NA,NA,0.613333333333333,NA,NA,NA,"BS","2016-03-20 00:00:00",509,5770392,1025033,10210,300,300,2,NA,1025033,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5653 J 8",NA,NA,1,3,"Juvenile","Adult","different"
6131513,NA,2,"V","O",0.03,0.005,0.048,0.007,0.166666666666667,0.145833333333333,0.0208333333333333,NA,"BS","2016-11-18 00:00:00",513,5837617,1082903,10210,310,350,2,NA,1082903,"fishery",2016,12,"B","B14016A",70,NA,NA,"",NA,NA,"",12,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5923 G 9",NA,NA,1,11,"Adult","Adult","same"
6134383,"smidge of growth on edge near tips (T near sulcus)",2,"E","O",0.05,0.006,0.068,0.007,0.12,0.102941176470588,0.0170588235294118,NA,"BS","2016-06-22 00:00:00",509,5781090,1056645,10210,260,170,1,NA,1056645,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","6048 C 7",NA,NA,1,6,"Juvenile","Adult","different"
6134786,"smidge of growth on edge near tips (T near sulcus)",1,"E","O",0.067,0.007,0.083,0.008,0.104477611940299,0.0963855421686747,0.00809206977162381,NA,"BS","2016-06-06 00:00:00",514,5779824,1015279,10210,330,440,1,NA,1015279,"fishery",2016,10,"B","B14016A",70,NA,NA,"",NA,NA,"",10,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5761 C 7",NA,NA,1,6,"Adult","Adult","same"
6135143,"broken; might be a smidge of growth on edge",2,"V","T",0.067,0.045,0.054,0.043,0.671641791044776,0.796296296296296,0.12465450525152,NA,"BS","2016-03-15 00:00:00",513,5775246,1099900,10210,250,180,1,NA,1099900,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5726 I 5",NA,NA,1,3,"Juvenile","Adult","different"
6137003,NA,3,"V","O",0.053,0.045,0.053,0.033,0.849056603773585,0.622641509433962,0.226415094339623,NA,"BS","2016-02-06 00:00:00",513,5768385,1096367,10210,320,380,2,NA,1096367,"fishery",2016,12,"B","B14016A",70,NA,NA,"",NA,NA,"",12,"B",2,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5646 M 7",NA,NA,1,2,"Adult","Adult","same"
6137423,NA,2,"D","O",0.051,0.017,0.032,0.008,0.333333333333333,0.25,0.0833333333333334,NA,"BS","2016-07-23 00:00:00",513,5796128,1029585,10210,330,410,2,NA,1029585,"fishery",2016,14,"B","B14016A",70,NA,NA,"",NA,NA,"",14,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5782 K 3",NA,NA,1,7,"Adult","Adult","same"
6138215,"Surface not flush",1,"E","O",0.053,0.006,0.053,0.007,0.113207547169811,0.132075471698113,0.0188679245283019,NA,"BS","2016-11-14 00:00:00",513,5845896,1081453,10210,340,420,2,NA,1081453,"fishery",2016,13,"B","B14016A",70,NA,NA,"",NA,NA,"",13,"B",1,"","",NA,NA,NA,NA,3,17033,"Julie Pearce","","5905 A 4",NA,NA,1,11,"Adult","Adult","same"
6138946,NA,1,"E","O",0.063,0.026,0.064,0.025,0.412698412698413,0.390625,0.0220734126984127,NA,"BS","2016-08-10 00:00:00",514,5820653,1113260,10210,280,240,2,NA,1113260,"fishery",2016,9,"B","B14016A",70,NA,9,"B",6,NA,"",9,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","Delsa Anderl","5818 I 7",17669,NA,1,8,"Juvenile","Juvenile","same"
6139800,"difficult to interpret edge",3,"D","O",0.038,0.033,0.03,0.019,0.868421052631579,0.633333333333333,0.235087719298246,NA,"BS","2016-06-30 00:00:00",513,5815306,993846,10210,310,340,1,NA,993846,"fishery",2016,20,"B","B14016A",70,NA,NA,"",NA,NA,"",20,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5894 D 7",NA,NA,1,6,"Adult","Adult","same"
6142555,NA,3,"D","T",0.063,0.048,0.069,0.039,0.761904761904762,0.565217391304348,0.196687370600414,NA,"BS","2016-02-21 00:00:00",509,5762335,1094995,10210,280,260,1,NA,1094995,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5726 B 6",NA,NA,1,2,"Juvenile","Adult","different"
6143000,NA,2,"E","O",0.055,0.035,0.055,0.026,0.636363636363636,0.472727272727273,0.163636363636364,NA,"BS","2016-10-29 00:00:00",513,5837708,1125174,10210,310,240,2,NA,1125174,"fishery",2016,8,"B","B14016A",70,NA,8,"B",6,NA,"",8,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","Delsa Anderl","5923 H 7",17669,NA,1,10,"Juvenile","Adult","different"
6143505,"Surface not flush, difficult to interpret edge",3,"V","O",0.046,0.024,0.045,0.017,0.521739130434783,0.377777777777778,0.143961352657005,NA,"BS","2016-11-16 00:00:00",509,5844681,1067066,10210,310,390,2,NA,1067066,"fishery",2016,18,"B","B14016A",70,NA,16,"B",6,16,"B",16,"B",2,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","Delsa Anderl","5955 I 9",17669,18075,1,11,"Adult","Adult","same"
6143506,"smidge of growth on edge near tips (T near sulcus)",1,"E","O",0.085,0.008,0.09,0.006,0.0941176470588235,0.0666666666666667,0.0274509803921569,NA,"BS","2016-06-12 00:00:00",513,5778409,1031054,10210,240,140,2,NA,1031054,"fishery",2016,7,"B","B14016A",70,NA,NA,"",NA,NA,"",7,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5752 L 9",NA,NA,1,6,"Juvenile","Juvenile","same"
6144191,"smidge of growth on edge near tips (T near sulcus)",2,"V","O",0.045,0.011,0.034,0.014,0.244444444444444,0.411764705882353,0.167320261437908,NA,"BS","2016-09-08 00:00:00",509,5808233,1113069,10210,280,300,2,NA,1113069,"fishery",2016,11,"B","B14016A",70,NA,NA,"",NA,NA,"",11,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5830 E 1",NA,NA,1,9,"Adult","Juvenile","different"
6145758,"Surface not flush",3,"V","O",0.034,0.017,0.051,0.027,0.5,0.529411764705882,0.0294117647058824,NA,"BS","2016-10-04 00:00:00",513,5826985,1123109,10210,320,370,1,NA,1123109,"fishery",2016,16,"B","B14016A",70,NA,NA,"",NA,NA,"",16,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5926 F 1",NA,NA,1,10,"Adult","Adult","same"
6146153,"difficult to interpret edge",2,"D","O",0.057,0.016,0.039,0.013,0.280701754385965,0.333333333333333,0.0526315789473684,NA,"BS","2016-03-19 00:00:00",509,5760474,996446,10210,220,150,2,NA,996446,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5684 H 4",NA,NA,1,3,"Juvenile","Juvenile","same"
6146322,"difficult to interpret edge",2,"D","O",0.033,0.01,0.028,0.008,0.303030303030303,0.285714285714286,0.0173160173160173,NA,"BS","2016-10-13 00:00:00",509,5825095,1083690,10210,370,600,2,NA,1083690,"fishery",2016,23,"B","B14016A",70,NA,NA,"",NA,NA,"",23,"B",2,"","",NA,NA,NA,NA,3,17033,"Julie Pearce","","6019 M 7",NA,NA,1,10,"Adult","Adult","same"
6148939,"Surface not flush",1,"V","O",0.08,0.016,0.077,0.024,0.2,0.311688311688312,0.111688311688312,NA,"BS","2016-07-31 00:00:00",513,5804475,1131095,10210,290,300,1,NA,1131095,"fishery",2016,9,"B","B14016A",70,NA,9,"B",6,NA,"",9,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","Delsa Anderl","5910 K 2",17669,NA,1,7,"Juvenile","Adult","different"
6149873,NA,2,"V","O",0.031,0.01,0.036,0.01,0.32258064516129,0.277777777777778,0.0448028673835125,NA,"BS","2016-10-23 00:00:00",513,5827066,1123131,10210,340,410,1,NA,1123131,"fishery",2016,14,"B","B14016A",70,NA,NA,"",NA,NA,"",14,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5904 M 9",NA,NA,1,10,"Adult","Adult","same"
6150102,NA,3,"V","O",0.075,0.017,0.089,0.023,0.226666666666667,0.258426966292135,0.0317602996254682,NA,"BS","2016-02-09 00:00:00",513,5768361,1025182,10210,360,560,2,NA,1025182,"fishery",2016,14,"B","B14016A",70,NA,NA,"",NA,NA,"",14,"B",2,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5646 K 8",NA,NA,1,2,"Adult","Adult","same"
6150462,"might be translucent starting on edge? hard to tell",2,"D","T",0.067,0.067,0.073,0.062,1,0.849315068493151,0.150684931506849,NA,"BS","2016-10-06 00:00:00",513,5840487,1115834,10210,300,300,2,NA,1115834,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,3,17033,"Julie Pearce","","5933 F 9",NA,NA,1,10,"Juvenile","Adult","different"
6151108,"difficult to interpret edge; very checky; can't confidentally measure ventral side",3,"D","O",0.079,0.035,NA,NA,0.443037974683544,NA,NA,NA,"BS","2016-08-16 00:00:00",513,5824910,1074018,10210,340,460,2,NA,1074018,"fishery",2016,14,"B","B14016A",70,NA,NA,"",NA,NA,"",14,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","6020 G 5",NA,NA,1,8,"Adult","Adult","same"
6151349,NA,2,"V","O",0.086,0.021,0.074,0.016,0.244186046511628,0.216216216216216,0.0279698302954117,NA,"BS","2016-08-29 00:00:00",514,5808191,1106190,10210,280,260,1,NA,1106190,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5830 H 5",NA,NA,1,8,"Juvenile","Adult","different"
6151815,NA,1,"E","O",0.064,0.015,0.05,0.015,0.234375,0.3,0.065625,NA,"BS","2016-06-25 00:00:00",509,5781135,943151,10210,260,160,1,NA,943151,"fishery",2016,7,"B","B14016A",70,NA,NA,"",NA,NA,"",7,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","6048 D 4",NA,NA,1,6,"Juvenile","Adult","different"
6152911,NA,2,"E","O",0.028,0.008,0.041,0.005,0.285714285714286,0.121951219512195,0.163763066202091,NA,"BS","2016-02-12 00:00:00",516,5761203,1028946,10210,390,660,2,NA,1028946,"fishery",2016,19,"B","B14016A",70,NA,NA,"",NA,NA,"",19,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5654 N 6",NA,NA,1,2,"Adult","Adult","same"
6153854,"difficult to interpret edge",3,"E","O",0.072,0.008,0.089,0.011,0.111111111111111,0.123595505617978,0.0124843945068664,NA,"BS","2016-08-06 00:00:00",513,5801124,1111887,10210,250,180,2,NA,1111887,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5830 A 5",NA,NA,1,8,"Juvenile","Juvenile","same"
6154501,NA,2,"D","O",0.054,0.008,0.039,0.009,0.148148148148148,0.230769230769231,0.0826210826210826,NA,"BS","2016-03-02 00:00:00",516,5761602,1002499,10210,320,360,1,NA,1002499,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5682 B 2",NA,NA,1,3,"Juvenile","Adult","different"
6155077,"might be translucent starting on edge? hard to tell",3,"V","T",0.099,0.071,0.108,0.082,0.717171717171717,0.759259259259259,0.0420875420875422,NA,"BS","2016-05-09 00:00:00",514,5775986,925391,10210,260,200,1,NA,925391,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5772 G 4",NA,NA,1,5,"Juvenile","Adult","different"
6157394,"might be translucent starting on edge? hard to tell",2,"V","O",0.029,0.028,0.035,0.034,0.96551724137931,0.971428571428571,0.00591133004926114,NA,"BS","2016-11-29 00:00:00",513,5844481,1088066,10210,320,360,1,NA,1088066,"fishery",2016,18,"B","B14016A",70,NA,NA,"",NA,NA,"",18,"B",1,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","","6021 D 4",NA,NA,1,11,"Adult","Adult","same"
6158295,"broken",2,"D","O",0.042,0.026,0.038,0.023,0.619047619047619,0.605263157894737,0.0137844611528821,NA,"BS","2016-09-06 00:00:00",509,5824150,1023355,10210,340,480,2,NA,1023355,"fishery",2016,18,"B","B14016A",70,NA,17,"B",6,17,"B",17,"B",2,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","Delsa Anderl","5877 K 7",17669,18075,1,9,"Adult","Adult","same"
6158604,NA,1,"E","O",0.125,0.073,0.124,0.094,0.584,0.758064516129032,0.174064516129032,NA,"BS","2016-03-28 00:00:00",509,5761055,1088661,10210,250,140,2,NA,1088661,"fishery",2016,7,"B","B14016A",70,NA,NA,"",NA,NA,"",7,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5654 L 9",NA,NA,1,3,"Juvenile","Juvenile","same"
