"structure_id","photo_comments2","meas_diff_code","clearest_axis","binary_edge","DPen_inc","DLast_inc","VPen_inc","VLast_inc","DMIR","VMIR","abs_diff","blind_recheck","region","date_collected","nmfs_area","fish_id","specimen","species_code","length","weight","sex","specimen_sample_type","barcode","collection_type","collection_year","read_age","read_method","ageing_collection","Reader_Index","session_name","test_age","test_method","tester","update_age","update_method","final_age","final_method","readability","comment_codes","keywords","comments","timestamp","min_age","max_age","edge_type","session_id","reader_name","tester_name","tray_location","test_session_id","update_session_id","structure_type","Month","Stage","Stage.ls","Stage.same"
6160006,"smidge of growth on edge near tips (T near sulcus)",2,"V","O",0.05,0.006,0.039,0.007,0.12,0.179487179487179,0.0594871794871795,NA,"BS","2016-03-15 00:00:00",509,5762307,1099300,10210,320,410,1,NA,1099300,"fishery",2016,10,"B","B14016A",70,NA,NA,"",NA,NA,"",10,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5726 A 1",NA,NA,1,3,"Adult","Adult","same"
6161690,"vague on ventral side",2,"D","O",0.059,0.035,0.035,0.018,0.593220338983051,0.514285714285714,0.0789346246973367,NA,"BS","2016-09-25 00:00:00",513,5833687,1082442,10210,340,400,1,NA,1082442,"fishery",2016,12,"B","B14016A",70,NA,NA,"",NA,NA,"",12,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5868 M 5",NA,NA,1,9,"Adult","Adult","same"
6161726,NA,2,"D","O",0.078,0.052,0.071,0.038,0.666666666666667,0.535211267605634,0.131455399061033,NA,"BS","2016-09-29 00:00:00",514,5840204,1078582,10210,300,280,2,NA,1078582,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5905 I 4",NA,NA,1,9,"Juvenile","Adult","different"
6162188,"smidge of growth on edge near tips (T near sulcus)",2,"D","O",0.04,0.005,0.028,0.005,0.125,0.178571428571429,0.0535714285714286,NA,"BS","2016-07-05 00:00:00",513,5809488,1122660,10210,350,480,1,NA,1122660,"fishery",2016,15,"B","B14016A",70,NA,NA,"",NA,NA,"",15,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5894 G 4",NA,NA,1,7,"Adult","Adult","same"
6163023,"might be translucent starting on edge? hard to tell",2,"D","O",0.038,0.031,0.037,0.03,0.815789473684211,0.810810810810811,0.00497866287339965,NA,"BS","2016-10-15 00:00:00",513,5824215,1119532,10210,300,280,1,NA,1119532,"fishery",2016,11,"B","B14016A",70,NA,11,"B",6,NA,"",11,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","Delsa Anderl","5877 E 7",17669,NA,1,10,"Adult","Adult","same"
6163373,NA,2,"V","O",0.051,0.032,0.047,0.029,0.627450980392157,0.617021276595745,0.0104297037964123,NA,"BS","2016-04-08 00:00:00",509,5770598,1088456,10210,310,370,2,NA,1088456,"fishery",2016,13,"B","B14016A",70,NA,NA,"",NA,NA,"",13,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5702 I 1",NA,NA,1,4,"Adult","Adult","same"
6163465,NA,2,"D","O",0.047,0.034,0.044,0.025,0.723404255319149,0.568181818181818,0.155222437137331,NA,"BS","2016-01-24 00:00:00",516,5770652,1101835,10210,330,400,2,NA,1101835,"fishery",2016,11,"B","B14016A",70,NA,NA,"",NA,NA,"",11,"B",1,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","","5702 J 0",NA,NA,1,1,"Adult","Adult","same"
6164518,NA,2,"V","O",0.06,0.034,0.061,0.036,0.566666666666667,0.590163934426229,0.0234972677595627,NA,"BS","2016-08-26 00:00:00",509,5824076,1081209,10210,310,360,2,NA,1081209,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5888 F 8",NA,NA,1,8,"Juvenile","Adult","different"
6168032,NA,2,"V","O",0.1,0.057,0.096,0.056,0.57,0.583333333333333,0.0133333333333334,NA,"BS","2016-10-09 00:00:00",514,5840437,1125063,10210,280,240,1,NA,1125063,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5933 B 4",NA,NA,1,10,"Juvenile","Adult","different"
6168276,"broken; might be translucent starting on edge? hard to tell",2,"D","O",0.078,0.058,0.063,0.045,0.743589743589744,0.714285714285714,0.0293040293040293,NA,"BS","2016-02-18 00:00:00",509,5772604,1092791,10210,250,140,2,NA,1092791,"fishery",2016,9,"B","B14016A",70,NA,9,"B",6,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","Delsa Anderl","5701 N 9",17669,NA,1,2,"Juvenile","Juvenile","same"
6171541,"clear near ventral sulcus",2,"D","O",0.058,0.044,0.051,0.03,0.758620689655172,0.588235294117647,0.170385395537525,NA,"BS","2016-01-28 00:00:00",513,5760803,1099483,10210,360,690,2,NA,1099483,"fishery",2016,28,"B","B14016A",70,NA,NA,"",NA,NA,"",28,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5684 D 2",NA,NA,1,1,"Adult","Adult","same"
6172626,"difficult to interpret edge, looks translucent",2,"D","T",0.027,0.021,0.049,0.034,0.777777777777778,0.693877551020408,0.0839002267573696,NA,"BS","2016-11-15 00:00:00",513,5844647,1067004,10210,360,540,2,NA,1067004,"fishery",2016,27,"B","B14016A",70,NA,NA,"",NA,NA,"",27,"B",2,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5955 D 7",NA,NA,1,11,"Adult","Adult","same"
6173646,NA,2,"V","O",0.044,0.04,0.051,0.049,0.909090909090909,0.96078431372549,0.0516934046345812,NA,"BS","2016-01-23 00:00:00",516,5761616,1093367,10210,330,440,2,NA,1093367,"fishery",2016,34,"B","B14016A",70,NA,NA,"",NA,NA,"",34,"B",2,"","",NA,NA,NA,NA,4,17033,"Julie Pearce","","5654 N 9",NA,NA,1,1,"Adult","Adult","same"
6174181,"Surface not flush",2,"E","O",0.037,0.005,0.035,0.008,0.135135135135135,0.228571428571429,0.0934362934362934,NA,"BS","2016-03-11 00:00:00",513,5772681,1101230,10210,340,420,2,NA,1101230,"fishery",2016,22,"B","B14016A",70,NA,NA,"",NA,NA,"",22,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5701 M 0",NA,NA,1,3,"Adult","Adult","same"
6175606,"can't measure ventral side",2,"D","O",0.056,0.019,NA,NA,0.339285714285714,NA,NA,NA,"BS","2016-08-22 00:00:00",513,5797104,1107679,10210,270,200,1,NA,1107679,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5911 K 2",NA,NA,1,8,"Juvenile","Adult","different"
6176238,"checky?",2,"E","O",0.049,0.021,0.059,0.038,0.428571428571429,0.64406779661017,0.215496368038741,NA,"BS","2016-04-20 00:00:00",514,5781446,820178,10210,300,330,1,NA,820178,"fishery",2016,12,"B","B14016A",70,NA,NA,"",NA,NA,"",12,"B",2,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","","6003 L 2",NA,NA,1,4,"Adult","Adult","same"
6177328,"smidge of growth on edge near tips (T near sulcus)",2,"E","O",0.087,0.012,0.09,0.006,0.137931034482759,0.0666666666666667,0.071264367816092,NA,"BS","2016-05-29 00:00:00",509,5780499,1088855,10210,240,160,2,NA,1088855,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5759 I 9",NA,NA,1,5,"Juvenile","Juvenile","same"
6178028,NA,1,"E","O",0.074,0.019,0.07,0.017,0.256756756756757,0.242857142857143,0.0138996138996139,NA,"BS","2016-06-27 00:00:00",513,5807739,1098324,10210,310,390,2,NA,1098324,"fishery",2016,10,"B","B14016A",70,NA,NA,"",NA,NA,"",10,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5820 D 7",NA,NA,1,6,"Adult","Adult","same"
6179387,"might be translucent starting on edge? hard to tell",1,"E","O",0.043,0.039,0.044,0.031,0.906976744186047,0.704545454545455,0.202431289640592,NA,"BS","2016-12-03 00:00:00",509,5839694,982714,10210,310,340,1,NA,982714,"fishery",2016,16,"B","B14016A",70,NA,NA,"",NA,NA,"",16,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5973 K 2",NA,NA,1,12,"Adult","Adult","same"
6179915,"checky; can't measure dorsal side confidently",2,"V","O",NA,NA,0.055,0.024,NA,0.436363636363636,NA,NA,"BS","2016-08-14 00:00:00",509,5817598,1102387,10210,370,490,2,NA,1102387,"fishery",2016,22,"B","B14016A",70,NA,NA,"",NA,NA,"",22,"B",1,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","","5868 D 1",NA,NA,1,8,"Adult","Adult","same"
6180109,"Crystallized at edge; can't measure dorsal side",2,"V","O",NA,NA,0.051,0.031,NA,0.607843137254902,NA,NA,"BS","2016-02-02 00:00:00",513,5772685,1092732,10210,350,460,2,NA,1092732,"fishery",2016,20,"B","B14016A",70,NA,20,"B",6,NA,"",20,"B",1,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","Delsa Anderl","5702 F 3",17669,NA,1,2,"Adult","Adult","same"
6181492,NA,2,"E","O",0.044,0.017,0.057,0.019,0.386363636363636,0.333333333333333,0.0530303030303031,NA,"BS","2016-08-24 00:00:00",513,5822905,978852,10210,330,370,2,NA,978852,"fishery",2016,18,"B","B14016A",70,NA,NA,"",NA,NA,"",18,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5938 M 0",NA,NA,1,8,"Adult","Adult","same"
6184033,"smidge of growth on edge near tips (T near sulcus)",2,"V","O",0.04,0.012,0.038,0.009,0.3,0.236842105263158,0.0631578947368421,NA,"BS","2016-07-21 00:00:00",513,5806994,1059584,10210,340,520,2,NA,1059584,"fishery",2016,16,"B","B14016A",70,NA,15,"B",6,15,"B",15,"B",2,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","Delsa Anderl","6019 C 1",17669,18075,1,7,"Adult","Adult","same"
6184619,"smidge of growth on edge near tips (T near sulcus)",2,"D","O",0.055,0.005,0.035,0.007,0.0909090909090909,0.2,0.109090909090909,NA,"BS","2016-07-12 00:00:00",513,5796712,991190,10210,340,460,2,NA,991190,"fishery",2016,13,"B","B14016A",70,NA,13,"B",6,NA,"",13,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","Delsa Anderl","5825 L 3",17669,NA,1,7,"Adult","Adult","same"
6185094,NA,1,"E","O",0.109,0.035,0.113,0.035,0.321100917431193,0.309734513274336,0.0113664041568564,NA,"BS","2016-10-19 00:00:00",513,5827051,1123178,10210,260,160,1,NA,1123178,"fishery",2016,7,"B","B14016A",70,NA,7,"B",6,NA,"",7,"B",1,"","",NA,NA,NA,NA,3,17033,"Julie Pearce","Delsa Anderl","5926 D 9",17669,NA,1,10,"Juvenile","Adult","different"
6185288,"might be translucent starting on edge? hard to tell",2,"D","T",0.036,0.031,0.024,0.02,0.861111111111111,0.833333333333333,0.0277777777777778,NA,"BS","2016-02-18 00:00:00",516,5767146,994806,10210,320,310,1,NA,994806,"fishery",2016,14,"B","B14016A",70,NA,NA,"",NA,NA,"",14,"B",2,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5701 D 2",NA,NA,1,2,"Adult","Adult","same"
6185451,"ventral side too vague to measure",2,"D","O",0.07,0.046,NA,NA,0.657142857142857,NA,NA,NA,"BS","2016-11-06 00:00:00",509,5827596,1076917,10210,320,360,2,NA,1076917,"fishery",2016,10,"B","B14016A",70,NA,10,"B",6,NA,"",10,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","Delsa Anderl","5895 L 1",17669,NA,1,11,"Adult","Adult","same"
6185687,NA,2,"V","O",0.059,0.028,0.098,0.035,0.474576271186441,0.357142857142857,0.117433414043584,NA,"BS","2016-09-14 00:00:00",514,5835918,1069890,10210,290,280,2,NA,1069890,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5927 A 6",NA,NA,1,9,"Juvenile","Juvenile","same"
6185796,NA,2,"V","O",0.051,0.017,0.046,0.018,0.333333333333333,0.391304347826087,0.0579710144927535,NA,"BS","2016-08-17 00:00:00",513,5820698,1021037,10210,320,340,2,NA,1021037,"fishery",2016,11,"B","B14016A",70,NA,NA,"",NA,NA,"",11,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5841 C 2",NA,NA,1,8,"Adult","Adult","same"
6187891,"checky",2,"D","O",0.069,0.018,0.062,0.016,0.260869565217391,0.258064516129032,0.00280504908835899,NA,"BS","2016-08-08 00:00:00",513,5796213,1109632,10210,310,320,2,NA,1109632,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5782 H 6",NA,NA,1,8,"Juvenile","Adult","different"
6188329,"might be translucent starting on edge? hard to tell",3,"D","T",0.051,0.043,0.041,0.032,0.843137254901961,0.780487804878049,0.062649450023912,NA,"BS","2016-02-03 00:00:00",513,5759542,1096570,10210,320,360,2,NA,1096570,"fishery",2016,11,"B","B14016A",70,NA,NA,"",NA,NA,"",11,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5640 J 8",NA,NA,1,2,"Adult","Adult","same"
6189490,NA,1,"E","T",0.036,0.031,0.031,0.025,0.861111111111111,0.806451612903226,0.0546594982078853,NA,"BS","2016-01-24 00:00:00",509,5768176,1101069,10210,350,500,2,NA,1101069,"fishery",2016,17,"B","B14016A",70,NA,NA,"",NA,NA,"",17,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5698 I 0",NA,NA,1,1,"Adult","Adult","same"
6189544,"might be translucent starting on edge? hard to tell",2,"E","O",0.087,0.063,0.106,0.05,0.724137931034483,0.471698113207547,0.252439817826936,NA,"BS","2016-04-12 00:00:00",514,5777565,888167,10210,240,140,1,NA,888167,"fishery",2016,7,"B","B14016A",70,NA,7,"B",6,NA,"",7,"B",1,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","Delsa Anderl","5947 M 6",17669,NA,1,4,"Juvenile","Adult","different"
6190382,NA,1,"D","O",0.102,0.048,0.106,0.051,0.470588235294118,0.481132075471698,0.0105438401775804,NA,"BS","2016-04-24 00:00:00",514,5778261,1098985,10210,240,120,1,NA,1098985,"fishery",2016,7,"B","B14016A",70,NA,NA,"",NA,NA,"",7,"B",1,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","","5752 J 1",NA,NA,1,4,"Juvenile","Adult","different"
6191644,"might be translucent starting on edge? hard to tell",3,"D","T",0.042,0.042,0.024,0.023,1,0.958333333333333,0.0416666666666667,NA,"BS","2016-07-11 00:00:00",514,5806946,1059520,10210,330,450,1,NA,1059520,"fishery",2016,20,"B","B14016A",70,NA,NA,"",NA,NA,"",20,"B",2,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","6019 G 7",NA,NA,1,7,"Adult","Adult","same"
6192981,"smidge of growth on edge near tips (T near sulcus)",2,"V","O",0.071,0.01,0.089,0.016,0.140845070422535,0.179775280898876,0.0389302104763412,NA,"BS","2016-06-28 00:00:00",509,5781076,1115211,10210,280,260,2,NA,1115211,"fishery",2016,8,"B","B14016A",70,NA,8,"B",6,NA,"",8,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","Delsa Anderl","6048 F 2",17669,NA,1,6,"Juvenile","Juvenile","same"
6193038,"might be translucent starting on edge? hard to tell",2,"V","T",0.089,0.064,0.117,0.109,0.719101123595506,0.931623931623932,0.212522808028426,NA,"BS","2016-04-07 00:00:00",514,5775143,1087378,10210,290,270,2,NA,1087378,"fishery",2016,7,"B","B14016A",70,NA,7,"B",6,NA,"",7,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","Delsa Anderl","5725 C 9",17669,NA,1,4,"Juvenile","Juvenile","same"
6193289,"broken; dorsal side(?) missing; very difficult to measure",3,"V","O",NA,NA,0.08,0.057,NA,0.7125,NA,NA,"BS","2016-01-29 00:00:00",513,5766756,1100783,10210,290,280,1,NA,1100783,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5653 I 3",NA,NA,1,1,"Juvenile","Adult","different"
6193313,"smidge of growth on edge near tips (T near sulcus)",1,"E","O",0.05,0.014,0.051,0.011,0.28,0.215686274509804,0.064313725490196,NA,"BS","2016-03-09 00:00:00",513,5761657,1002475,10210,320,380,2,NA,1002475,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5682 I 8",NA,NA,1,3,"Juvenile","Adult","different"
6197612,"smidge of growth on edge near tips (T near sulcus)",2,"D","O",0.089,0.009,0.057,0.003,0.101123595505618,0.0526315789473684,0.0484920165582496,NA,"BS","2016-05-17 00:00:00",514,5787471,1125575,10210,220,120,1,NA,1125575,"fishery",2016,7,"B","B14016A",70,NA,NA,"",NA,NA,"",7,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5804 B 6",NA,NA,1,5,"Juvenile","Adult","different"
6201117,"might be translucent starting on edge? hard to tell",2,"E","O",0.077,0.041,0.108,0.056,0.532467532467533,0.518518518518518,0.013949013949014,NA,"BS","2016-03-11 00:00:00",513,5762252,1092204,10210,280,280,1,NA,1092204,"fishery",2016,8,"B","B14016A",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5725 K 7",NA,NA,1,3,"Juvenile","Adult","different"
6201185,"smidge of growth on edge near tips (T near sulcus)",2,"E","O",0.091,0.017,0.086,0.018,0.186813186813187,0.209302325581395,0.0224891387682085,NA,"BS","2016-07-08 00:00:00",513,5807759,1116706,10210,320,370,2,NA,1116706,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5820 J 7",NA,NA,1,7,"Juvenile","Adult","different"
6202815,"Surface not flush; might be translucent starting on edge? hard to tell; can't measure ventral side confidently",2,"D","T",0.044,0.037,NA,NA,0.840909090909091,NA,NA,NA,"BS","2016-12-08 00:00:00",509,5839724,982772,10210,320,360,1,NA,982772,"fishery",2016,17,"B","B14016A",70,NA,NA,"",NA,NA,"",17,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5973 F 8",NA,NA,1,12,"Adult","Adult","same"
6203660,"smidge of growth on edge near tips (T near sulcus)",2,"E","O",0.031,0.006,0.033,0.008,0.193548387096774,0.242424242424242,0.0488758553274682,NA,"BS","2016-06-08 00:00:00",514,5795973,1125302,10210,310,300,1,NA,1125302,"fishery",2016,13,"B","B14016A",70,NA,NA,"",NA,NA,"",13,"B",1,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","","5782 J 0",NA,NA,1,6,"Adult","Adult","same"
6203918,"smidge of growth on edge near tips (T near sulcus)",2,"D","O",0.055,0.01,0.041,0.01,0.181818181818182,0.24390243902439,0.0620842572062084,NA,"BS","2016-08-24 00:00:00",513,5824936,1112923,10210,270,200,2,NA,1112923,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","6020 G 3",NA,NA,1,8,"Juvenile","Juvenile","same"
6204402,"very difficult pattern",3,"D","O",0.064,0.028,0.037,0.014,0.4375,0.378378378378378,0.0591216216216216,NA,"BS","2016-09-04 00:00:00",513,5815282,1074186,10210,330,400,2,NA,1074186,"fishery",2016,13,"B","B14016A",70,NA,NA,"",NA,NA,"",13,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5888 N 1",NA,NA,1,9,"Adult","Adult","same"
6208029,"smidge of growth on edge near tips (T near sulcus)",2,"D","O",0.069,0.01,0.047,0.011,0.144927536231884,0.234042553191489,0.0891150169596053,NA,"BS","2016-04-04 00:00:00",514,5778273,996487,10210,270,230,1,NA,996487,"fishery",2016,9,"B","B14016A",70,NA,9,"B",6,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","Delsa Anderl","5753 B 0",17669,NA,1,4,"Juvenile","Adult","different"
6208973,"can't measure ventral side",3,"D","O",0.046,0.019,NA,NA,0.41304347826087,NA,NA,NA,"BS","2016-07-02 00:00:00",513,5809496,1122700,10210,370,550,2,NA,1122700,"fishery",2016,19,"B","B14016A",70,NA,NA,"",NA,NA,"",19,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5894 G 2",NA,NA,1,7,"Adult","Adult","same"
6210114,NA,2,"E","O",0.04,0.016,0.034,0.016,0.4,0.470588235294118,0.0705882352941176,NA,"BS","2016-08-13 00:00:00",514,5817284,1109236,10210,370,600,1,NA,1109236,"fishery",2016,29,"B","B14016A",70,NA,NA,"",NA,NA,"",29,"B",2,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5919 J 1",NA,NA,1,8,"Adult","Adult","same"
6210115,"shadow on edge",2,"D","O",0.081,0.058,0.072,0.036,0.716049382716049,0.5,0.216049382716049,"YES-changed","BS","2016-09-08 00:00:00",514,5817276,1109266,10210,270,180,1,NA,1109266,"fishery",2016,10,"B","B14016A",70,NA,NA,"",NA,NA,"",10,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5919 N 0",NA,NA,1,9,"Adult","Adult","same"
6210560,"smidge of growth on edge near tips (T near sulcus)",3,"V","O",0.025,0.006,0.043,0.008,0.24,0.186046511627907,0.053953488372093,NA,"BS","2016-06-21 00:00:00",509,5781134,1059839,10210,350,410,1,NA,1059839,"fishery",2016,27,"B","B14016A",70,NA,NA,"",NA,NA,"",27,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","6048 G 9",NA,NA,1,6,"Adult","Adult","same"
6210879,NA,2,"D","O",0.042,0.024,0.034,0.015,0.571428571428571,0.441176470588235,0.130252100840336,NA,"BS","2016-08-22 00:00:00",513,5797107,1107640,10210,350,460,2,NA,1107640,"fishery",2016,13,"B","B14016A",70,NA,NA,"",NA,NA,"",13,"B",1,"","",NA,NA,NA,NA,2,17033,"Julie Pearce","","5911 M 8",NA,NA,1,8,"Adult","Adult","same"
6213220,NA,1,"E","O",0.078,0.026,0.074,0.035,0.333333333333333,0.472972972972973,0.13963963963964,NA,"BS","2016-11-01 00:00:00",513,5837675,1068948,10210,270,220,2,NA,1068948,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5923 B 3",NA,NA,1,11,"Juvenile","Juvenile","same"
6216104,"smidge of growth on edge near tips (T near sulcus)",2,"D","O",0.069,0.012,0.069,0.01,0.173913043478261,0.144927536231884,0.0289855072463768,NA,"BS","2016-06-03 00:00:00",513,5778973,1092802,10210,300,310,2,NA,1092802,"fishery",2016,9,"B","B14016A",70,NA,NA,"",NA,NA,"",9,"B",1,"","",NA,NA,NA,NA,0,17033,"Julie Pearce","","5978 I 1",NA,NA,1,6,"Juvenile","Adult","different"
6216105,NA,2,"E","O",0.036,0.021,0.034,0.022,0.583333333333333,0.647058823529412,0.0637254901960783,NA,"BS","2016-06-10 00:00:00",513,5778994,1043263,10210,320,380,1,NA,1043263,"fishery",2016,15,"B","B14016A",70,NA,NA,"",NA,NA,"",15,"B",1,"","",NA,NA,NA,NA,5,17033,"Julie Pearce","","5978 I 6",NA,NA,1,6,"Adult","Adult","same"
6332495,NA,2,"D","O",0.062,0.021,0.073,0.032,0.338709677419355,0.438356164383562,0.0996464869642068,NA,"BS","2016-07-01 11:21:00",0,5939911,266,10210,260,238,2,1,0,"survey",2016,8,"B","1.62E+11",70,NA,NA,"",NA,NA,"",8,"B",1,"","",NA,NA,NA,NA,5,17264,"Julie Pearce","","",NA,NA,1,7,"Juvenile","Juvenile","same"
6332503,NA,2,"E","O",0.063,0.034,0.08,0.026,0.53968253968254,0.325,0.21468253968254,NA,"BS","2016-07-01 11:21:00",0,5939919,274,10210,280,300,2,1,0,"survey",2016,8,"B","1.62E+11",70,NA,8,"B",6,NA,"",8,"B",1,"","",NA,NA,NA,NA,5,17264,"Julie Pearce","Delsa Anderl","",17498,NA,1,7,"Juvenile","Juvenile","same"
6332561,"smidge of growth on edge near tips (T near sulcus)",2,"E","O",0.086,0.01,0.101,0.007,0.116279069767442,0.0693069306930693,0.0469721390743726,NA,"BS","2016-07-02 07:01:00",0,5939977,306,10210,280,278,2,1,0,"survey",2016,8,"B","1.62E+11",70,NA,8,"B",6,NA,"",8,"B",1,"","",NA,NA,NA,NA,0,17264,"Julie Pearce","Delsa Anderl","",17498,NA,1,7,"Juvenile","Juvenile","same"
6332626,"smidge of growth on edge near tips (T near sulcus)",1,"E","O",0.072,0.011,0.082,0.015,0.152777777777778,0.182926829268293,0.0301490514905149,NA,"BS","2016-07-02 14:35:00",0,5940042,309,10210,240,170,1,1,0,"survey",2016,7,"B","1.62E+11",70,NA,NA,"",NA,NA,"",7,"B",1,"","",NA,NA,NA,NA,2,17264,"Julie Pearce","","",NA,NA,1,7,"Juvenile","Adult","different"
6332678,NA,2,"D","O",0.046,0.009,0.061,0.011,0.195652173913043,0.180327868852459,0.0153243050605844,NA,"BS","2016-07-03 09:23:00",0,5940094,342,10210,190,80,2,1,0,"survey",2016,6,"B","1.62E+11",70,NA,NA,"",NA,NA,"",6,"B",1,"","",NA,NA,NA,NA,2,17264,"Julie Pearce","","",NA,NA,1,7,"Juvenile","Juvenile","same"
6332679,NA,2,"E","O",0.073,0.019,0.072,0.013,0.26027397260274,0.180555555555556,0.0797184170471842,NA,"BS","2016-07-03 09:23:00",0,5940095,343,10210,200,104,2,1,0,"survey",2016,7,"B","1.62E+11",70,NA,NA,"",NA,NA,"",7,"B",1,"","",NA,NA,NA,NA,0,17264,"Julie Pearce","","",NA,NA,1,7,"Juvenile","Juvenile","same"
